Name,Link,ID
Association of Canadian Archivists Student Chapter,https://amsclubs.ca/association-of-canadian-archivists/,52
Association of Korean Canadian Scientists and Engineers,https://amsclubs.ca/association-of-korean-canadian-scientists-and-engineers/,53
AMS Autism Associates Club at UBC,https://amsclubs.ca/autism-associates/,54
AMS BC Young Liberals at UBC,https://amsclubs.ca/bc-young-liberals/,55
UBC BC Water & Waste Association Student Chapter,https://amsclubs.ca/bc-water-and-waste-association/,56
BOLT UBC,https://amsclubs.ca/bolt/,57
BRASA UBC - Brazilian Student Association,https://amsclubs.ca/brasa/,58
Bachelor + Masters of Management Students Association,https://amsclubs.ca/bmm-students-association/,59
Bachelor of Computer Science Student Association,https://amsclubs.ca/computer-science-student-association/,60
Bachelor of Pharmaceutical Sciences Student Association,https://amsclubs.ca/bachelor-pharmaceutical-sciences-student-association/,61
AMS Barista Club at UBC,https://amsclubs.ca/barista-club/,62
Beads and Crafts,https://amsclubs.ca/beads-and-crafts/,63
Biochemistry Student Association (BSA),https://amsclubs.ca/biochemistry-student-association/,64
UBC Biological Sciences Society,https://amsclubs.ca/biological-sciences-society/,65
Biomedical Engineering Graduate Association,https://amsclubs.ca/biomedical-engineering-graduate-association/,66
Biomedical Students Association,https://amsclubs.ca/biomedical-student-association/,67
Black Muslim Collective,https://amsclubs.ca/black-muslim-collective/,68
Born For More,https://amsclubs.ca/born-for-more/,69
UBC Boxing Club,https://amsclubs.ca/boxing-club/,70
CANFAR Club,https://amsclubs.ca/canfar-0club/,71
CAPSI UBC,https://amsclubs.ca/capsi/,72
AMS Comedy Club at UBC,https://amsclubs.ca/comedy-club/,73
AMS Calisthenics and Body Improvement Club at UBC,https://amsclubs.ca/calisthenics-and-body-improvement/,74
Campus Association for Baha'i Studies,https://amsclubs.ca/campus-association-for-bahai-studies/,75
AMS Canadian Association for Security and Intelligence Studies  (CASIS) at UBC,https://amsclubs.ca/canadian-association-for-security-and-intelligence-studies/,76
